Beta	Final Infections
0.1996	692.0
0.2004	723.0
0.2012	714.0
0.2020	704.0
0.2028	725.0
0.2036	717.0
0.2044	724.0
0.2052	730.0
0.2060	726.0
0.2068	699.0
0.2076	729.0
0.2084	715.0
0.2092	698.0
0.2100	716.0
0.2108	722.0
0.2116	711.0
0.2124	720.0
0.2132	719.0
0.2140	708.0
0.2148	735.0
0.2156	720.0
0.2164	752.0
0.2172	714.0
0.2180	731.0
0.2188	712.0
0.2196	712.0
0.2204	718.0
0.2212	741.0
0.2220	709.0
0.2228	737.0
0.2236	713.0
0.2244	710.0
0.2253	731.0
0.2261	728.0
0.2269	713.0
0.2277	746.0
0.2285	738.0
0.2293	738.0
0.2301	744.0
0.2309	765.0
0.2317	713.0
0.2325	717.0
0.2333	728.0
0.2341	757.0
0.2349	726.0
0.2357	737.0
0.2365	740.0
0.2373	723.0
0.2381	757.0
0.2389	713.0
0.2397	738.0
0.2405	723.0
0.2413	738.0
0.2421	726.0
0.2429	726.0
0.2437	754.0
0.2445	715.0
0.2453	728.0
0.2461	728.0
0.2469	744.0
0.2477	727.0
0.2485	730.0
0.2493	758.0
0.2501	737.0
0.2509	738.0
0.2517	707.0
0.2525	746.0
0.2533	741.0
0.2541	771.0
0.2549	761.0
0.2557	727.0
0.2565	708.0
0.2573	722.0
0.2581	739.0
0.2589	724.0
0.2597	743.0
0.2605	720.0
0.2613	738.0
0.2621	724.0
0.2629	761.0
0.2637	733.0
0.2645	747.0
0.2653	736.0
0.2661	726.0
0.2669	747.0
0.2677	712.0
0.2685	726.0
0.2693	711.0
0.2701	759.0
0.2709	764.0
0.2717	748.0
0.2725	735.0
0.2733	733.0
0.2741	756.0
0.2749	732.0
0.2758	737.0
0.2766	771.0
0.2774	755.0
0.2782	730.0
0.2790	740.0
0.2798	749.0
0.2806	742.0
0.2814	745.0
0.2822	749.0
0.2830	764.0
0.2838	751.0
0.2846	765.0
0.2854	744.0
0.2862	778.0
0.2870	753.0
0.2878	762.0
0.2886	746.0
0.2894	753.0
0.2902	748.0
0.2910	754.0
0.2918	745.0
0.2926	746.0
0.2934	764.0
0.2942	761.0
0.2950	754.0
0.2958	750.0
0.2966	746.0
0.2974	743.0
0.2982	732.0
0.2990	747.0
0.2998	775.0
0.3006	751.0
0.3014	761.0
0.3022	736.0
0.3030	741.0
0.3038	742.0
0.3046	759.0
0.3054	769.0
0.3062	760.0
0.3070	743.0
0.3078	769.0
0.3086	760.0
0.3094	728.0
0.3102	764.0
0.3110	767.0
0.3118	750.0
0.3126	774.0
0.3134	736.0
0.3142	755.0
0.3150	769.0
0.3158	775.0
0.3166	765.0
0.3174	775.0
0.3182	765.0
0.3190	769.0
0.3198	794.0
0.3206	758.0
0.3214	771.0
0.3222	772.0
0.3230	771.0
0.3238	779.0
0.3246	752.0
0.3255	775.0
0.3263	766.0
0.3271	749.0
0.3279	760.0
0.3287	756.0
0.3295	771.0
0.3303	767.0
0.3311	763.0
0.3319	756.0
0.3327	774.0
0.3335	771.0
0.3343	765.0
0.3351	756.0
0.3359	777.0
0.3367	760.0
0.3375	762.0
0.3383	768.0
0.3391	750.0
0.3399	775.0
0.3407	750.0
0.3415	763.0
0.3423	761.0
0.3431	755.0
0.3439	756.0
0.3447	787.0
0.3455	794.0
0.3463	758.0
0.3471	770.0
0.3479	783.0
0.3487	744.0
0.3495	751.0
0.3503	777.0
0.3511	774.0
0.3519	781.0
0.3527	771.0
0.3535	778.0
0.3543	767.0
0.3551	756.0
0.3559	778.0
0.3567	746.0
0.3575	771.0
0.3583	749.0
0.3591	769.0
0.3599	755.0
0.3607	763.0
0.3615	743.0
0.3623	782.0
0.3631	774.0
0.3639	752.0
0.3647	784.0
0.3655	768.0
0.3663	779.0
0.3671	770.0
0.3679	775.0
0.3687	770.0
0.3695	773.0
0.3703	783.0
0.3711	774.0
0.3719	775.0
0.3727	770.0
0.3735	780.0
0.3743	786.0
0.3752	747.0
0.3760	758.0
0.3768	784.0
0.3776	812.0
0.3784	786.0
0.3792	768.0
0.3800	754.0
0.3808	788.0
0.3816	759.0
0.3824	794.0
0.3832	787.0
0.3840	777.0
0.3848	766.0
0.3856	783.0
0.3864	788.0
0.3872	790.0
0.3880	809.0
0.3888	771.0
0.3896	790.0
0.3904	779.0
0.3912	764.0
0.3920	769.0
0.3928	760.0
0.3936	780.0
0.3944	771.0
0.3952	778.0
0.3960	798.0
0.3968	760.0
0.3976	779.0
0.3984	786.0
0.3992	768.0
0.4000	785.0
