Beta	Final Infections
0.2693	2082.0
0.2701	2049.0
0.2709	1954.0
0.2717	2050.0
0.2725	2010.0
0.2733	2025.0
0.2741	1966.0
0.2749	2081.0
0.2758	2050.0
0.2766	2094.0
0.2774	2036.0
0.2782	2054.0
0.2790	2074.0
0.2798	2095.0
0.2806	2082.0
0.2814	2078.0
0.2822	2065.0
0.2830	1994.0
0.2838	2036.0
0.2846	2086.0
0.2854	2095.0
0.2862	2042.0
0.2870	2097.0
0.2878	2086.0
0.2886	2061.0
0.2894	2059.0
0.2902	2089.0
0.2910	2071.0
0.2918	2143.0
0.2926	2114.0
0.2934	2120.0
0.2942	2076.0
0.2950	2090.0
0.2958	2109.0
0.2966	2093.0
0.2974	2100.0
0.2982	2093.0
0.2990	2087.0
0.2998	2094.0
0.3006	2072.0
0.3014	2063.0
0.3022	2155.0
0.3030	2092.0
0.3038	2135.0
0.3046	2097.0
0.3054	2091.0
0.3062	2097.0
0.3070	2087.0
0.3078	2123.0
0.3086	2152.0
0.3094	2156.0
0.3102	2133.0
0.3110	2138.0
0.3118	2151.0
0.3126	2131.0
0.3134	2100.0
0.3142	2156.0
0.3150	2124.0
0.3158	2171.0
0.3166	2169.0
0.3174	2135.0
0.3182	2161.0
0.3190	2186.0
0.3198	2186.0
0.3206	2144.0
0.3214	2164.0
0.3222	2103.0
0.3230	2170.0
0.3238	2131.0
0.3246	2110.0
0.3255	2155.0
0.3263	2121.0
0.3271	2180.0
0.3279	2178.0
0.3287	2112.0
0.3295	2159.0
0.3303	2142.0
0.3311	2149.0
0.3319	2182.0
0.3327	2148.0
0.3335	2184.0
0.3343	2127.0
0.3351	2180.0
0.3359	2158.0
0.3367	2157.0
0.3375	2167.0
0.3383	2224.0
0.3391	2185.0
0.3399	2170.0
0.3407	2182.0
0.3415	2220.0
0.3423	2214.0
0.3431	2173.0
0.3439	2148.0
0.3447	2193.0
0.3455	2205.0
0.3463	2207.0
0.3471	2209.0
0.3479	2174.0
