Beta	Final Infections
0.2557	7337.0
0.2565	7401.0
0.2573	7365.0
0.2581	7478.0
0.2589	7402.0
0.2597	7336.0
0.2605	7438.0
0.2613	7493.0
0.2621	7413.0
0.2629	7418.0
0.2637	7453.0
0.2645	7390.0
0.2653	7464.0
0.2661	7357.0
0.2669	7439.0
0.2677	7448.0
0.2685	7399.0
0.2693	7405.0
0.2701	7464.0
0.2709	7492.0
0.2717	7471.0
0.2725	7409.0
0.2733	7491.0
0.2741	7359.0
0.2749	7438.0
0.2758	7409.0
0.2766	7439.0
0.2774	7432.0
0.2782	7528.0
0.2790	7479.0
0.2798	7412.0
0.2806	7486.0
0.2814	7425.0
0.2822	7518.0
0.2830	7452.0
0.2838	7467.0
0.2846	7529.0
0.2854	7538.0
0.2862	7453.0
0.2870	7481.0
0.2878	7525.0
0.2886	7576.0
0.2894	7454.0
0.2902	7423.0
0.2910	7558.0
0.2918	7646.0
0.2926	7492.0
0.2934	7482.0
0.2942	7546.0
0.2950	7534.0
0.2958	7557.0
0.2966	7545.0
0.2974	7532.0
0.2982	7499.0
0.2990	7529.0
0.2998	7527.0
0.3006	7545.0
0.3014	7498.0
0.3022	7491.0
0.3030	7499.0
0.3038	7485.0
0.3046	7487.0
0.3054	7578.0
0.3062	7492.0
0.3070	7648.0
0.3078	7631.0
0.3086	7575.0
0.3094	7604.0
0.3102	7547.0
0.3110	7546.0
0.3118	7618.0
0.3126	7599.0
0.3134	7583.0
0.3142	7577.0
0.3150	7527.0
0.3158	7543.0
0.3166	7666.0
0.3174	7638.0
0.3182	7625.0
0.3190	7526.0
0.3198	7603.0
0.3206	7526.0
0.3214	7507.0
0.3222	7603.0
0.3230	7517.0
0.3238	7674.0
0.3246	7582.0
0.3255	7616.0
0.3263	7615.0
0.3271	7592.0
0.3279	7528.0
0.3287	7639.0
0.3295	7654.0
0.3303	7622.0
0.3311	7655.0
0.3319	7681.0
0.3327	7637.0
0.3335	7646.0
0.3343	7569.0
0.3351	7613.0
0.3359	7697.0
0.3367	7611.0
0.3375	7647.0
0.3383	7525.0
0.3391	7636.0
0.3399	7657.0
0.3407	7694.0
0.3415	7641.0
0.3423	7630.0
0.3431	7596.0
0.3439	7612.0
0.3447	7699.0
0.3455	7742.0
0.3463	7716.0
0.3471	7715.0
0.3479	7629.0
0.3487	7650.0
0.3495	7627.0
0.3503	7658.0
0.3511	7690.0
0.3519	7630.0
0.3527	7686.0
0.3535	7689.0
0.3543	7724.0
0.3551	7763.0
0.3559	7668.0
0.3567	7720.0
0.3575	7744.0
0.3583	7642.0
0.3591	7724.0
0.3599	7680.0
0.3607	7659.0
0.3615	7758.0
0.3623	7670.0
0.3631	7646.0
0.3639	7676.0
0.3647	7699.0
0.3655	7678.0
0.3663	7698.0
0.3671	7620.0
0.3679	7743.0
0.3687	7659.0
0.3695	7784.0
0.3703	7724.0
0.3711	7739.0
0.3719	7765.0
0.3727	7766.0
0.3735	7711.0
0.3743	7721.0
0.3752	7766.0
0.3760	7710.0
0.3768	7780.0
0.3776	7724.0
0.3784	7642.0
0.3792	7715.0
0.3800	7725.0
0.3808	7729.0
0.3816	7713.0
0.3824	7784.0
0.3832	7683.0
0.3840	7775.0
0.3848	7671.0
0.3856	7667.0
0.3864	7711.0
0.3872	7789.0
0.3880	7834.0
0.3888	7733.0
0.3896	7737.0
0.3904	7726.0
0.3912	7660.0
0.3920	7687.0
0.3928	7723.0
0.3936	7743.0
0.3944	7789.0
0.3952	7769.0
0.3960	7741.0
0.3968	7729.0
0.3976	7857.0
0.3984	7767.0
0.3992	7773.0
0.4000	7735.0
