Beta	Final Infections
0.1812	2109.0
0.1820	2080.0
0.1828	2139.0
0.1836	2114.0
0.1844	2132.0
0.1852	2119.0
0.1860	2103.0
0.1868	2111.0
0.1876	2138.0
0.1884	2112.0
0.1892	2082.0
0.1900	2122.0
0.1908	2118.0
0.1916	2104.0
0.1924	2097.0
0.1932	2090.0
0.1940	2132.0
0.1948	2152.0
0.1956	2125.0
0.1964	2134.0
0.1972	2112.0
0.1980	2132.0
0.1988	2180.0
0.1996	2164.0
0.2004	2145.0
0.2012	2168.0
0.2020	2179.0
0.2028	2109.0
0.2036	2164.0
0.2044	2141.0
0.2052	2193.0
0.2060	2167.0
0.2068	2137.0
0.2076	2099.0
0.2084	2131.0
0.2092	2152.0
0.2100	2172.0
0.2108	2129.0
0.2116	2180.0
0.2124	2200.0
0.2132	2129.0
0.2140	2171.0
0.2148	2142.0
0.2156	2134.0
0.2164	2177.0
0.2172	2163.0
0.2180	2225.0
0.2188	2183.0
0.2196	2171.0
0.2204	2182.0
0.2212	2205.0
0.2220	2198.0
0.2228	2160.0
0.2236	2154.0
0.2244	2164.0
0.2253	2152.0
0.2261	2201.0
0.2269	2122.0
0.2277	2175.0
0.2285	2178.0
0.2293	2216.0
0.2301	2219.0
0.2309	2143.0
0.2317	2188.0
0.2325	2182.0
0.2333	2232.0
0.2341	2223.0
0.2349	2239.0
0.2357	2204.0
0.2365	2187.0
0.2373	2191.0
0.2381	2208.0
0.2389	2215.0
0.2397	2229.0
0.2405	2226.0
0.2413	2232.0
0.2421	2223.0
0.2429	2208.0
0.2437	2194.0
0.2445	2194.0
0.2453	2234.0
0.2461	2221.0
0.2469	2242.0
0.2477	2249.0
0.2485	2225.0
0.2493	2210.0
0.2501	2228.0
0.2509	2191.0
0.2517	2229.0
0.2525	2195.0
0.2533	2147.0
0.2541	2198.0
0.2549	2230.0
0.2557	2158.0
0.2565	2251.0
0.2573	2199.0
0.2581	2232.0
0.2589	2233.0
0.2597	2238.0
0.2605	2234.0
0.2613	2257.0
0.2621	2196.0
0.2629	2217.0
0.2637	2243.0
0.2645	2210.0
0.2653	2252.0
0.2661	2254.0
0.2669	2271.0
0.2677	2220.0
0.2685	2231.0
0.2693	2243.0
0.2701	2244.0
0.2709	2216.0
0.2717	2247.0
0.2725	2239.0
0.2733	2245.0
0.2741	2243.0
0.2749	2241.0
0.2758	2233.0
0.2766	2255.0
0.2774	2259.0
0.2782	2211.0
0.2790	2265.0
0.2798	2236.0
0.2806	2236.0
0.2814	2236.0
0.2822	2220.0
0.2830	2198.0
0.2838	2256.0
0.2846	2264.0
0.2854	2247.0
0.2862	2230.0
0.2870	2261.0
0.2878	2244.0
0.2886	2234.0
0.2894	2219.0
0.2902	2271.0
0.2910	2265.0
0.2918	2289.0
0.2926	2198.0
0.2934	2235.0
0.2942	2292.0
0.2950	2230.0
0.2958	2259.0
0.2966	2255.0
0.2974	2282.0
0.2982	2263.0
0.2990	2272.0
0.2998	2232.0
0.3006	2214.0
0.3014	2247.0
0.3022	2226.0
0.3030	2208.0
0.3038	2232.0
0.3046	2275.0
0.3054	2242.0
0.3062	2286.0
0.3070	2247.0
0.3078	2235.0
0.3086	2240.0
0.3094	2286.0
0.3102	2302.0
0.3110	2243.0
0.3118	2271.0
0.3126	2283.0
0.3134	2245.0
0.3142	2280.0
0.3150	2301.0
0.3158	2260.0
0.3166	2294.0
0.3174	2252.0
0.3182	2283.0
0.3190	2267.0
0.3198	2254.0
0.3206	2269.0
0.3214	2290.0
0.3222	2301.0
0.3230	2294.0
0.3238	2265.0
0.3246	2295.0
0.3255	2252.0
0.3263	2285.0
0.3271	2285.0
0.3279	2283.0
0.3287	2306.0
0.3295	2305.0
0.3303	2289.0
0.3311	2300.0
0.3319	2265.0
0.3327	2296.0
0.3335	2251.0
0.3343	2265.0
0.3351	2279.0
0.3359	2250.0
0.3367	2293.0
0.3375	2317.0
0.3383	2283.0
0.3391	2292.0
0.3399	2300.0
0.3407	2271.0
0.3415	2259.0
0.3423	2287.0
0.3431	2284.0
0.3439	2268.0
0.3447	2239.0
0.3455	2264.0
0.3463	2308.0
0.3471	2295.0
0.3479	2257.0
0.3487	2299.0
0.3495	2300.0
0.3503	2279.0
0.3511	2311.0
0.3519	2338.0
0.3527	2341.0
0.3535	2314.0
0.3543	2304.0
0.3551	2315.0
0.3559	2240.0
0.3567	2368.0
0.3575	2302.0
0.3583	2362.0
0.3591	2273.0
0.3599	2322.0
0.3607	2319.0
0.3615	2298.0
0.3623	2301.0
0.3631	2298.0
0.3639	2298.0
0.3647	2302.0
0.3655	2287.0
0.3663	2298.0
0.3671	2300.0
0.3679	2284.0
0.3687	2321.0
0.3695	2276.0
0.3703	2316.0
0.3711	2357.0
0.3719	2281.0
0.3727	2350.0
0.3735	2312.0
0.3743	2310.0
0.3752	2298.0
0.3760	2348.0
0.3768	2331.0
0.3776	2309.0
0.3784	2316.0
0.3792	2326.0
0.3800	2323.0
0.3808	2326.0
0.3816	2314.0
0.3824	2333.0
0.3832	2298.0
0.3840	2327.0
0.3848	2353.0
0.3856	2313.0
0.3864	2305.0
0.3872	2345.0
0.3880	2336.0
0.3888	2269.0
0.3896	2304.0
0.3904	2345.0
0.3912	2370.0
0.3920	2317.0
0.3928	2343.0
0.3936	2272.0
0.3944	2336.0
0.3952	2330.0
0.3960	2346.0
0.3968	2300.0
0.3976	2337.0
0.3984	2287.0
0.3992	2350.0
0.4000	2330.0
