Beta	Final Infections
0.2573	2294.0
0.2581	2211.0
0.2589	2222.0
0.2597	2205.0
0.2605	2288.0
0.2613	2224.0
0.2621	2225.0
0.2629	2218.0
0.2637	2205.0
0.2645	2194.0
0.2653	2253.0
0.2661	2232.0
0.2669	2234.0
0.2677	2287.0
0.2685	2253.0
0.2693	2230.0
0.2701	2240.0
0.2709	2210.0
0.2717	2269.0
0.2725	2229.0
0.2733	2220.0
0.2741	2214.0
0.2749	2233.0
0.2758	2235.0
0.2766	2226.0
0.2774	2281.0
0.2782	2246.0
0.2790	2195.0
0.2798	2241.0
0.2806	2212.0
0.2814	2251.0
0.2822	2238.0
0.2830	2211.0
0.2838	2240.0
0.2846	2271.0
0.2854	2298.0
0.2862	2239.0
0.2870	2273.0
0.2878	2279.0
0.2886	2243.0
0.2894	2236.0
0.2902	2279.0
0.2910	2289.0
0.2918	2275.0
0.2926	2259.0
0.2934	2235.0
0.2942	2276.0
0.2950	2199.0
0.2958	2223.0
0.2966	2243.0
0.2974	2281.0
0.2982	2284.0
0.2990	2297.0
0.2998	2248.0
0.3006	2299.0
0.3014	2216.0
0.3022	2239.0
0.3030	2296.0
0.3038	2253.0
0.3046	2205.0
0.3054	2267.0
0.3062	2260.0
0.3070	2257.0
0.3078	2262.0
0.3086	2247.0
0.3094	2274.0
0.3102	2272.0
0.3110	2264.0
0.3118	2292.0
0.3126	2272.0
0.3134	2260.0
0.3142	2249.0
0.3150	2285.0
0.3158	2280.0
0.3166	2273.0
0.3174	2305.0
0.3182	2272.0
0.3190	2304.0
0.3198	2210.0
0.3206	2275.0
0.3214	2329.0
0.3222	2237.0
0.3230	2305.0
0.3238	2311.0
0.3246	2294.0
0.3255	2261.0
0.3263	2256.0
0.3271	2261.0
0.3279	2324.0
0.3287	2283.0
0.3295	2319.0
0.3303	2342.0
0.3311	2267.0
0.3319	2258.0
0.3327	2277.0
0.3335	2272.0
0.3343	2292.0
0.3351	2310.0
0.3359	2308.0
0.3367	2296.0
0.3375	2262.0
0.3383	2283.0
0.3391	2326.0
0.3399	2312.0
0.3407	2274.0
0.3415	2255.0
0.3423	2307.0
0.3431	2282.0
0.3439	2273.0
0.3447	2328.0
0.3455	2304.0
0.3463	2347.0
0.3471	2259.0
0.3479	2312.0
0.3487	2252.0
0.3495	2288.0
0.3503	2281.0
0.3511	2300.0
0.3519	2351.0
0.3527	2320.0
0.3535	2292.0
0.3543	2304.0
0.3551	2269.0
0.3559	2299.0
0.3567	2311.0
0.3575	2309.0
0.3583	2277.0
0.3591	2287.0
0.3599	2332.0
0.3607	2325.0
0.3615	2336.0
0.3623	2305.0
0.3631	2292.0
0.3639	2267.0
0.3647	2338.0
0.3655	2311.0
0.3663	2281.0
0.3671	2274.0
0.3679	2286.0
0.3687	2278.0
0.3695	2334.0
0.3703	2340.0
0.3711	2323.0
0.3719	2311.0
0.3727	2254.0
0.3735	2320.0
0.3743	2297.0
0.3752	2335.0
0.3760	2364.0
0.3768	2291.0
0.3776	2313.0
0.3784	2290.0
0.3792	2307.0
0.3800	2342.0
0.3808	2359.0
0.3816	2331.0
0.3824	2324.0
