Beta	Final Infections
0.1996	717.0
0.2004	726.0
0.2012	721.0
0.2020	711.0
0.2028	730.0
0.2036	717.0
0.2044	690.0
0.2052	717.0
0.2060	733.0
0.2068	696.0
0.2076	749.0
0.2084	707.0
0.2092	691.0
0.2100	727.0
0.2108	732.0
0.2116	715.0
0.2124	698.0
0.2132	722.0
0.2140	711.0
0.2148	720.0
0.2156	730.0
0.2164	726.0
0.2172	754.0
0.2180	715.0
0.2188	695.0
0.2196	716.0
0.2204	725.0
0.2212	728.0
0.2220	743.0
0.2228	734.0
0.2236	725.0
0.2244	719.0
0.2253	755.0
0.2261	736.0
0.2269	754.0
0.2277	727.0
0.2285	723.0
0.2293	691.0
0.2301	721.0
0.2309	733.0
0.2317	752.0
0.2325	740.0
0.2333	739.0
0.2341	724.0
0.2349	716.0
0.2357	724.0
0.2365	731.0
0.2373	740.0
0.2381	720.0
0.2389	730.0
0.2397	748.0
0.2405	733.0
0.2413	736.0
0.2421	719.0
0.2429	728.0
0.2437	715.0
0.2445	736.0
0.2453	744.0
0.2461	725.0
0.2469	723.0
0.2477	730.0
0.2485	760.0
0.2493	720.0
0.2501	719.0
0.2509	730.0
0.2517	747.0
0.2525	748.0
0.2533	743.0
0.2541	749.0
0.2549	733.0
0.2557	737.0
0.2565	750.0
0.2573	719.0
0.2581	731.0
0.2589	744.0
0.2597	736.0
0.2605	741.0
0.2613	745.0
0.2621	757.0
0.2629	724.0
0.2637	736.0
0.2645	758.0
0.2653	725.0
0.2661	753.0
0.2669	739.0
0.2677	736.0
0.2685	757.0
0.2693	755.0
0.2701	759.0
0.2709	756.0
0.2717	734.0
0.2725	725.0
0.2733	766.0
0.2741	724.0
0.2749	771.0
0.2758	740.0
0.2766	725.0
0.2774	732.0
0.2782	754.0
0.2790	744.0
0.2798	779.0
0.2806	745.0
0.2814	738.0
0.2822	749.0
0.2830	732.0
0.2838	731.0
0.2846	727.0
0.2854	754.0
0.2862	754.0
0.2870	721.0
0.2878	759.0
0.2886	775.0
0.2894	766.0
0.2902	740.0
0.2910	719.0
0.2918	740.0
0.2926	767.0
0.2934	743.0
0.2942	742.0
0.2950	771.0
0.2958	718.0
0.2966	759.0
0.2974	747.0
0.2982	784.0
0.2990	782.0
0.2998	745.0
0.3006	723.0
0.3014	772.0
0.3022	742.0
0.3030	754.0
0.3038	746.0
0.3046	762.0
0.3054	732.0
0.3062	751.0
0.3070	764.0
0.3078	764.0
0.3086	744.0
0.3094	781.0
0.3102	740.0
0.3110	746.0
0.3118	752.0
0.3126	781.0
0.3134	747.0
0.3142	778.0
0.3150	758.0
0.3158	741.0
0.3166	755.0
0.3174	767.0
0.3182	755.0
0.3190	754.0
0.3198	731.0
0.3206	763.0
0.3214	752.0
0.3222	763.0
0.3230	787.0
0.3238	744.0
0.3246	776.0
0.3255	770.0
0.3263	742.0
0.3271	735.0
0.3279	753.0
0.3287	746.0
0.3295	788.0
0.3303	747.0
0.3311	743.0
0.3319	778.0
0.3327	765.0
0.3335	763.0
0.3343	779.0
0.3351	744.0
0.3359	759.0
0.3367	764.0
0.3375	757.0
0.3383	789.0
0.3391	757.0
0.3399	769.0
0.3407	742.0
0.3415	736.0
0.3423	754.0
0.3431	767.0
0.3439	756.0
0.3447	762.0
0.3455	755.0
0.3463	770.0
0.3471	761.0
0.3479	739.0
0.3487	784.0
0.3495	768.0
0.3503	748.0
0.3511	770.0
0.3519	757.0
0.3527	754.0
0.3535	741.0
0.3543	773.0
0.3551	749.0
0.3559	785.0
0.3567	715.0
0.3575	776.0
0.3583	767.0
0.3591	761.0
0.3599	772.0
0.3607	778.0
0.3615	762.0
0.3623	776.0
0.3631	786.0
0.3639	781.0
0.3647	749.0
0.3655	774.0
0.3663	771.0
0.3671	758.0
0.3679	772.0
0.3687	750.0
0.3695	783.0
0.3703	766.0
0.3711	792.0
0.3719	776.0
0.3727	774.0
0.3735	752.0
0.3743	778.0
0.3752	766.0
0.3760	763.0
0.3768	766.0
0.3776	772.0
0.3784	751.0
0.3792	777.0
0.3800	768.0
0.3808	777.0
0.3816	778.0
0.3824	764.0
0.3832	762.0
0.3840	764.0
0.3848	775.0
0.3856	774.0
0.3864	768.0
0.3872	778.0
0.3880	765.0
0.3888	786.0
0.3896	765.0
0.3904	772.0
0.3912	757.0
0.3920	775.0
0.3928	780.0
0.3936	755.0
0.3944	773.0
0.3952	808.0
0.3960	778.0
0.3968	767.0
0.3976	782.0
0.3984	765.0
0.3992	774.0
0.4000	760.0
